Unnamed: 0,message_id,timestamp,agent,buyer_userid,conversation_id,shopid,Date,is_buyer,is_seller,content,conversation_status,photo_img,order_time
8135,8136,2020-04-04 02:21:41,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8136,8137,2020-04-04 02:22:24,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8137,8138,2020-04-04 02:23:08,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8138,8139,2020-04-04 02:23:15,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8139,8140,2020-04-04 02:23:19,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8140,8141,2020-04-04 02:24:29,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8141,8142,2020-04-04 02:24:48,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8142,8143,2020-04-04 02:29:35,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8143,8144,2020-04-04 02:29:38,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8144,8145,2020-04-04 02:30:45,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8145,8146,2020-04-04 02:31:12,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8146,8147,2020-04-04 02:31:13,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 00:58:29
8147,8148,2020-04-04 02:31:15,Crockett,B962080179,C373448831653448931,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246158340214554624&shop_id=196642601""}",normal,NO IMG,2020-04-04 00:58:29
8148,8149,2020-04-04 02:07:46,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1391823photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 01:19:33
8149,8150,2020-04-04 02:34:27,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8150,8151,2020-04-04 02:35:21,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8151,8152,2020-04-04 02:35:24,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8152,8153,2020-04-04 02:53:31,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8153,8154,2020-04-04 02:53:32,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246163947733463040&shop_id=196642601""}",normal,NO IMG,2020-04-04 01:19:33
8154,8155,2020-04-04 02:53:42,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8155,8156,2020-04-04 02:54:02,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8156,8157,2020-04-04 02:54:06,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8157,8158,2020-04-04 03:11:06,Crockett,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8158,8159,2020-04-04 03:12:01,Crockett,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8159,8160,2020-04-04 03:12:03,Crockett,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8160,8161,2020-04-04 03:16:29,Crockett,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8161,8162,2020-04-04 03:22:41,Crockett,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8162,8163,2020-04-04 03:22:44,Crockett,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8163,8164,2020-04-04 03:25:13,Crockett,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8164,8165,2020-04-04 03:25:15,Crockett,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8165,8166,2020-04-04 03:25:20,Crockett,B962178286,C373870198009957603,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246171949297655808&shop_id=196642601""}",normal,NO IMG,2020-04-04 01:19:33
8166,8167,2020-04-04 02:02:44,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8167,8168,2020-04-04 02:02:44,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8168,8169,2020-04-04 02:03:18,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8169,8170,2020-04-04 02:06:35,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8170,8171,2020-04-04 02:06:38,Bromfield,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8171,8172,2020-04-04 02:01:40,NO AGENT,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8172,8173,2020-04-04 02:02:12,NO AGENT,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8173,8174,2020-04-04 02:02:30,NO AGENT,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8174,8175,2020-04-04 02:07:38,NO AGENT,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8175,8176,2020-04-04 02:54:27,NO AGENT,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8176,8177,2020-04-04 03:03:37,NO AGENT,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8177,8178,2020-04-04 03:04:16,NO AGENT,B962178286,C373870198009957603,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:19:33
8178,8179,2020-04-04 14:36:05,NO AGENT,B962293314,C374364239508081891,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1839228photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 14:10:33
8179,8180,2020-04-04 02:06:51,Bromfield,B962366151,C374677072041020643,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1071606photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 02:00:35
8180,8181,2020-04-04 02:06:51,Bromfield,B962366151,C374677072041020643,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 02:00:35
8181,8182,2020-04-04 02:12:50,Bromfield,B962366151,C374677072041020643,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 02:00:35
8182,8183,2020-04-04 02:13:03,Bromfield,B962366151,C374677072041020643,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 02:00:35
8183,8184,2020-04-04 02:41:05,Bromfield,B962366151,C374677072041020643,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 02:00:35
8184,8185,2020-04-04 02:41:27,Bromfield,B962366151,C374677072041020643,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 02:00:35
8185,8186,2020-04-04 02:41:31,Bromfield,B962366151,C374677072041020643,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 02:00:35
8186,8187,2020-04-04 02:55:19,Bromfield,B962366151,C374677072041020643,S1076522480,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 02:00:35
8187,8188,2020-04-04 02:55:23,Bromfield,B962366151,C374677072041020643,S1076522480,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246164412011732992&shop_id=196642601""}",normal,NO IMG,2020-04-04 02:00:35
8188,8189,2020-04-04 02:06:47,NO AGENT,B962366151,C374677072041020643,S1076522480,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 02:00:35
8189,8190,2020-04-04 17:21:09,NO AGENT,B962381576,C374743321911561443,S1076522480,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P638268photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 17:03:01
8190,8191,2020-04-04 07:06:23,Marlborough,B962746275,C376309692076183404,S963262026,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1980912photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 06:48:07
8191,8192,2020-04-04 07:06:23,Marlborough,B962746275,C376309692076183404,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8192,8193,2020-04-04 07:08:29,Marlborough,B962746275,C376309692076183404,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8193,8194,2020-04-04 07:17:55,Marlborough,B962746275,C376309692076183404,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8194,8195,2020-04-04 07:18:33,Marlborough,B962746275,C376309692076183404,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8195,8196,2020-04-04 07:18:41,Marlborough,B962746275,C376309692076183404,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8196,8197,2020-04-04 07:24:18,Marlborough,B962746275,C376309692076183404,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8197,8198,2020-04-04 07:24:21,Marlborough,B962746275,C376309692076183404,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8198,8199,2020-04-04 07:24:26,Marlborough,B962746275,C376309692076183404,S963262026,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246232121107623936&shop_id=83382147""}",normal,NO IMG,2020-04-04 06:48:07
8199,8200,2020-04-04 07:05:30,NO AGENT,B962746275,C376309692076183404,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8200,8201,2020-04-04 07:05:48,NO AGENT,B962746275,C376309692076183404,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8201,8202,2020-04-04 07:05:52,NO AGENT,B962746275,C376309692076183404,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8202,8203,2020-04-04 07:06:02,NO AGENT,B962746275,C376309692076183404,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8203,8204,2020-04-04 07:06:19,NO AGENT,B962746275,C376309692076183404,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 06:48:07
8204,8205,2020-04-04 21:56:25,Worcester,B964555479,C378531169422050868,S963262026,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P664550photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 15:55:16
8205,8206,2020-04-04 21:56:25,Worcester,B964555479,C378531169422050868,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 15:55:16
8206,8207,2020-04-04 21:59:20,Worcester,B964555479,C378531169422050868,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 15:55:16
8207,8208,2020-04-04 21:59:31,Worcester,B964555479,C378531169422050868,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 15:55:16
8208,8209,2020-04-04 22:00:37,Worcester,B964555479,C378531169422050868,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 15:55:16
8209,8210,2020-04-04 22:00:42,Worcester,B964555479,C378531169422050868,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 15:55:16
8210,8211,2020-04-04 22:00:46,Worcester,B964555479,C378531169422050868,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 15:55:16
8211,8212,2020-04-04 22:03:00,Worcester,B964555479,C378531169422050868,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 15:55:16
8212,8213,2020-04-04 22:03:01,Worcester,B964555479,C378531169422050868,S963262026,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246453225220014080&shop_id=83382147""}",normal,NO IMG,2020-04-04 15:55:16
8213,8214,2020-04-04 17:12:52,NO AGENT,B964555479,C378531169422050868,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 15:55:16
8214,8215,2020-04-04 12:07:40,NO AGENT,B967534080,C378531169425029469,S963262026,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P34064photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 10:27:04
8215,8216,2020-04-04 02:19:19,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P345050photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 01:37:31
8216,8217,2020-04-04 02:19:19,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8217,8218,2020-04-04 02:20:05,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8218,8219,2020-04-04 02:20:18,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8219,8220,2020-04-04 02:21:13,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8220,8221,2020-04-04 02:21:37,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8221,8222,2020-04-04 02:25:03,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8222,8223,2020-04-04 02:25:31,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8223,8224,2020-04-04 02:32:37,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8224,8225,2020-04-04 02:32:39,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8225,8226,2020-04-04 02:36:31,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8226,8227,2020-04-04 02:36:44,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8227,8228,2020-04-04 02:36:46,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 01:37:31
8228,8229,2020-04-04 02:36:48,Crockett,B968027632,C378531169425523021,S963262026,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246159735716917248&shop_id=83382147""}",normal,NO IMG,2020-04-04 01:37:31
8229,8230,2020-04-04 22:56:56,NO AGENT,B968619802,C378531169426115191,S963262026,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1132033photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 22:24:11
8230,8231,2020-04-04 22:57:08,NO AGENT,B968619802,C378531169426115191,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 22:24:11
8231,8232,2020-04-04 22:57:22,NO AGENT,B968619802,C378531169426115191,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 22:24:11
8232,8233,2020-04-04 22:57:28,NO AGENT,B968619802,C378531169426115191,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 22:24:11
8233,8234,2020-04-04 09:40:38,NO AGENT,B969453184,C378531169426948573,S963262026,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P455894photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 08:26:43
8234,8235,2020-04-04 15:07:50,NO AGENT,B970774234,C378531169428269623,S963262026,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1302180photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 13:49:21
8235,8236,2020-04-04 13:11:13,Lucretia,B971274167,C378531169428769556,S963262026,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P705566photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 12:50:39
8236,8237,2020-04-04 14:28:00,Lucretia,B971274167,C378531169428769556,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 12:50:39
8237,8238,2020-04-04 14:29:33,Lucretia,B971274167,C378531169428769556,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 12:50:39
8238,8239,2020-04-04 14:29:42,Lucretia,B971274167,C378531169428769556,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 12:50:39
8239,8240,2020-04-04 11:27:49,NO AGENT,B971770755,C378531169429266144,S963262026,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1974489photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 11:22:09
8240,8241,2020-04-04 07:33:01,Marlborough,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,"<img class=""gb_4b"" src=""www.shopeeprod.com/pid=P1528693photo.jpg"" alt="""" aria-hidden=""true"" data-atf=""0"">",2020-04-04 05:47:01
8241,8242,2020-04-04 07:33:39,Marlborough,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8242,8243,2020-04-04 07:39:50,Marlborough,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8243,8244,2020-04-04 07:40:04,Marlborough,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8244,8245,2020-04-04 07:50:35,Marlborough,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8245,8246,2020-04-04 07:50:39,Marlborough,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8246,8247,2020-04-04 07:50:41,Marlborough,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246238726920691712&shop_id=83382147""}",normal,NO IMG,2020-04-04 05:47:01
8247,8248,2020-04-04 17:36:59,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8248,8249,2020-04-04 17:37:15,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8249,8250,2020-04-04 17:40:10,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8250,8251,2020-04-04 17:40:23,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8251,8252,2020-04-04 17:40:26,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8252,8253,2020-04-04 17:40:31,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8253,8254,2020-04-04 17:40:32,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,"{""url"":""https://seller.shopee.co.id/webview/rate_cards/?id=1246387167751073792&shop_id=83382147""}",normal,NO IMG,2020-04-04 05:47:01
8254,8255,2020-04-04 17:46:39,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,closed,NO IMG,2020-04-04 05:47:01
8255,8256,2020-04-04 17:46:52,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8256,8257,2020-04-04 17:47:43,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8257,8258,2020-04-04 17:48:20,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8258,8259,2020-04-04 17:48:52,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8259,8260,2020-04-04 17:57:26,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8260,8261,2020-04-04 17:57:29,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8261,8262,2020-04-04 17:57:36,Worcester,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8262,8263,2020-04-04 18:08:14,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8263,8264,2020-04-04 18:08:19,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8264,8265,2020-04-04 18:08:26,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8265,8266,2020-04-04 18:10:05,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8266,8267,2020-04-04 18:10:35,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8267,8268,2020-04-04 18:10:39,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8268,8269,2020-04-04 18:14:59,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8269,8270,2020-04-04 18:15:16,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8270,8271,2020-04-04 18:18:27,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8271,8272,2020-04-04 18:18:31,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8272,8273,2020-04-04 18:20:35,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8273,8274,2020-04-04 18:20:44,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8274,8275,2020-04-04 18:20:54,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8275,8276,2020-04-04 18:21:28,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8276,8277,2020-04-04 18:22:35,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8277,8278,2020-04-04 18:25:05,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8278,8279,2020-04-04 18:26:13,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8279,8280,2020-04-04 18:26:17,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8280,8281,2020-04-04 18:26:50,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8281,8282,2020-04-04 18:27:32,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8282,8283,2020-04-04 18:27:36,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,False,True,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8283,8284,2020-04-04 18:27:40,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8284,8285,2020-04-04 18:27:40,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8285,8286,2020-04-04 18:27:40,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
8286,8287,2020-04-04 18:28:10,Goleta,B972125608,C378531169429620997,S963262026,2020-04-04,True,False,Some Random Text,normal,NO IMG,2020-04-04 05:47:01
